Esperanto,Lowercase Esperanto,Trimmed,Esperanto Length
elektroinĝeniero ,elektroinĝeniero ,elektroinĝeniero,16
elektronika popo ,elektronika popo ,elektronika popo,16
elementa funkcio ,elementa funkcio ,elementa funkcio,16
elementa lernejo ,elementa lernejo ,elementa lernejo,16
elingigita glavo ,elingigita glavo ,elingigita glavo,16
elira karttruilo ,elira karttruilo ,elira karttruilo,16
eliraj kriterioj ,eliraj kriterioj ,eliraj kriterioj,16
ellasi informojn ,ellasi informojn ,ellasi informojn,16
elsendflua radio ,elsendflua radio ,elsendflua radio,16
elserĉa fenestro ,elserĉa fenestro ,elserĉa fenestro,16
elŝutebla tiparo ,elŝutebla tiparo ,elŝutebla tiparo,16
en certaj okazoj ,en certaj okazoj ,en certaj okazoj,16
en kolera humoro ,en kolera humoro ,en kolera humoro,16
en la nuna mondo ,en la nuna mondo ,en la nuna mondo,16
en la sekva tago ,en la sekva tago ,en la sekva tago,16
en la unua okazo ,en la unua okazo ,en la unua okazo,16
en plena korpeco ,en plena korpeco ,en plena korpeco,16
en plena taglumo ,en plena taglumo ,en plena taglumo,16
en proksimeco al ,en proksimeco al ,en proksimeco al,16
en taŭga momento ,en taŭga momento ,en taŭga momento,16
enadaptiĝi ĝuste ,enadaptiĝi ĝuste ,enadaptiĝi ĝuste,16
eneliga stakloko ,eneliga stakloko ,eneliga stakloko,16
enhava foliumilo ,enhava foliumilo ,enhava foliumilo,16
enhava indeksado ,enhava indeksado ,enhava indeksado,16
eniga datumformo ,eniga datumformo ,eniga datumformo,16
enigaj kriterioj ,enigaj kriterioj ,enigaj kriterioj,16
enigo de datumoj ,enigo de datumoj ,enigo de datumoj,16
enkursiga tabelo ,enkursiga tabelo ,enkursiga tabelo,16
ensaluta skripto ,ensaluta skripto ,ensaluta skripto,16
enservila retejo ,enservila retejo ,enservila retejo,16
enteksta diskuto ,enteksta diskuto ,enteksta diskuto,16
enteksta objekto ,enteksta objekto ,enteksta objekto,16
entekstaj bildoj ,entekstaj bildoj ,entekstaj bildoj,16
entordita hernio ,entordita hernio ,entordita hernio,16
epidemiologiisto ,epidemiologiisto ,epidemiologiisto,16
episkopa bastono ,episkopa bastono ,episkopa bastono,16
episkopaj moŝtoj ,episkopaj moŝtoj ,episkopaj moŝtoj,16
estas dubinde ĉu ,estas dubinde ĉu ,estas dubinde ĉu,16
estas en la kaĉo ,estas en la kaĉo ,estas en la kaĉo,16
estas eraro diri ,estas eraro diri ,estas eraro diri,16
esti ĉiam ĉeesta ,esti ĉiam ĉeesta ,esti ĉiam ĉeesta,16
esti de la skolo ,esti de la skolo ,esti de la skolo,16
esti konforma al ,esti konforma al ,esti konforma al,16
esti konsiderata ,esti konsiderata ,esti konsiderata,16
esti malbonŝanca ,esti malbonŝanca ,esti malbonŝanca,16
esti samaĝa kiel ,esti samaĝa kiel ,esti samaĝa kiel,16
esti sklaviĝinta ,esti sklaviĝinta ,esti sklaviĝinta,16
esti ŝparema pri ,esti ŝparema pri ,esti ŝparema pri,16
Estimata Sinjoro ,estimata sinjoro ,estimata sinjoro,16
etendiĝi antaŭen ,etendiĝi antaŭen ,etendiĝi antaŭen,16
etendita klavaro ,etendita klavaro ,etendita klavaro,16
etendita subteno ,etendita subteno ,etendita subteno,16
fabrikista prezo ,fabrikista prezo ,fabrikista prezo,16
facilkompreneble ,facilkompreneble ,facilkompreneble,16
fajrestingistino ,fajrestingistino ,fajrestingistino,16
faligi la bombon ,faligi la bombon ,faligi la bombon,16
fari militpaŭzon ,fari militpaŭzon ,fari militpaŭzon,16
fari sekurkopion ,fari sekurkopion ,fari sekurkopion,16
fariĝi ekskutima ,fariĝi ekskutima ,fariĝi ekskutima,16
fenestra kovrilo ,fenestra kovrilo ,fenestra kovrilo,16
fenestroornamaĵo ,fenestroornamaĵo ,fenestroornamaĵo,16
Fermu la faŭkon! ,fermu la faŭkon! ,fermu la faŭkon!,16
fiksita programo ,fiksita programo ,fiksita programo,16
filmo-antaŭeniro ,filmo-antaŭeniro ,filmo-antaŭeniro,16
filo de la ĉielo ,filo de la ĉielo ,filo de la ĉielo,16
fina prilaborado ,fina prilaborado ,fina prilaborado,16
fizika geografio ,fizika geografio ,fizika geografio,16
fizika komputilo ,fizika komputilo ,fizika komputilo,16
Flandraj Ardenoj ,flandraj ardenoj ,flandraj ardenoj,16
flanko ĉe flanko ,flanko ĉe flanko ,flanko ĉe flanko,16
flugfolia modelo ,flugfolia modelo ,flugfolia modelo,16
flughavenimposto ,flughavenimposto ,flughavenimposto,16
fluskema simbolo ,fluskema simbolo ,fluskema simbolo,16
fokusa elprenado ,fokusa elprenado ,fokusa elprenado,16
For de mia vido! ,for de mia vido! ,for de mia vido!,16
for-administrata ,for-administrata ,for-administrata,16
forĵetota tabelo ,forĵetota tabelo ,forĵetota tabelo,16
formala polinomo ,formala polinomo ,formala polinomo,16
formala variablo ,formala variablo ,formala variablo,16
formular-atribuo ,formular-atribuo ,formular-atribuo,16
formular-stirado ,formular-stirado ,formular-stirado,16
forsendi ĝentile ,forsendi ĝentile ,forsendi ĝentile,16
fortika pasvorto ,fortika pasvorto ,fortika pasvorto,16
Franca Polinezio ,franca polinezio ,franca polinezio,16
fremda komputilo ,fremda komputilo ,fremda komputilo,16
fulmoklava menuo ,fulmoklava menuo ,fulmoklava menuo,16
fumaĵita haringo ,fumaĵita haringo ,fumaĵita haringo,16
fundamenta grupo ,fundamenta grupo ,fundamenta grupo,16
funebra procesio ,funebra procesio ,funebra procesio,16
funebra sonorado ,funebra sonorado ,funebra sonorado,16
funkciopriskribo ,funkciopriskribo ,funkciopriskribo,16
funkcitena tasko ,funkcitena tasko ,funkcitena tasko,16
galŝtona malsano ,galŝtona malsano ,galŝtona malsano,16
gastigi retpaĝon ,gastigi retpaĝon ,gastigi retpaĝon,16
Ĝavointerpretilo ,ĝavointerpretilo ,ĝavointerpretilo,16
genera gramatiko ,genera gramatiko ,genera gramatiko,16
ĝenerala ŝablono ,ĝenerala ŝablono ,ĝenerala ŝablono,16
ĝeneralaj ŝtatoj ,ĝeneralaj ŝtatoj ,ĝeneralaj ŝtatoj,16
Ĝeneralaj Ŝtatoj ,ĝeneralaj ŝtatoj ,ĝeneralaj ŝtatoj,16
geometria figuro ,geometria figuro ,geometria figuro,16
geomorfologiisto ,geomorfologiisto ,geomorfologiisto,16
geoterma energio ,geoterma energio ,geoterma energio,16
ĝermanaj lingvoj ,ĝermanaj lingvoj ,ĝermanaj lingvoj,16
ĝis ambaŭ randoj ,ĝis ambaŭ randoj ,ĝis ambaŭ randoj,16
ĝis antaŭ minuto ,ĝis antaŭ minuto ,ĝis antaŭ minuto,16
ĝis antaŭnelonge ,ĝis antaŭnelonge ,ĝis antaŭnelonge,16
ĝis la sunleviĝo ,ĝis la sunleviĝo ,ĝis la sunleviĝo,16
ĝis tia grado ke ,ĝis tia grado ke ,ĝis tia grado ke,16
ĝisdatiga pakaĵo ,ĝisdatiga pakaĵo ,ĝisdatiga pakaĵo,16
glacikubfarilujo ,glacikubfarilujo ,glacikubfarilujo,16
Glavo de Damoklo ,glavo de damoklo ,glavo de damoklo,16
grafika elemento ,grafika elemento ,grafika elemento,16
grafika filtrilo ,grafika filtrilo ,grafika filtrilo,16
grafika prezento ,grafika prezento ,grafika prezento,16
gramatika finiĝo ,gramatika finiĝo ,gramatika finiĝo,16
gramofonaŭtomato ,gramofonaŭtomato ,gramofonaŭtomato,16
Granda Bulgarujo ,granda bulgarujo ,granda bulgarujo,16
griza literaturo ,griza literaturo ,griza literaturo,16
grupo de datumoj ,grupo de datumoj ,grupo de datumoj,16
grupo de uzantoj ,grupo de uzantoj ,grupo de uzantoj,16
haketa algoritmo ,haketa algoritmo ,haketa algoritmo,16
halta instrukcio ,halta instrukcio ,halta instrukcio,16
havi farendaĵojn ,havi farendaĵojn ,havi farendaĵojn,16
havigi informojn ,havigi informojn ,havigi informojn,16
hazarda variablo ,hazarda variablo ,hazarda variablo,16
hazardluda turbo ,hazardluda turbo ,hazardluda turbo,16
hevisida funkcio ,hevisida funkcio ,hevisida funkcio,16
hibrida durdisko ,hibrida durdisko ,hibrida durdisko,16
hiperbola sinuso ,hiperbola sinuso ,hiperbola sinuso,16
hispana artiŝoko ,hispana artiŝoko ,hispana artiŝoko,16
historiprotokolo ,historiprotokolo ,historiprotokolo,16
historiskribanto ,historiskribanto ,historiskribanto,16
identiga simbolo ,identiga simbolo ,identiga simbolo,16
iĝi la edzino de ,iĝi la edzino de ,iĝi la edzino de,16
iĝi la fianĉo de ,iĝi la fianĉo de ,iĝi la fianĉo de,16
impostkonsilisto ,impostkonsilisto ,impostkonsilisto,16
inciti la fajron ,inciti la fajron ,inciti la fajron,16
"indas ripeti, ke ","indas ripeti, ke ","indas ripeti, ke",16
indeksa registro ,indeksa registro ,indeksa registro,16
indiĝenaŭstralia ,indiĝenaŭstralia ,indiĝenaŭstralia,16
indikativa frazo ,indikativa frazo ,indikativa frazo,16
infanprostituado ,infanprostituado ,infanprostituado,16
informpeta kampo ,informpeta kampo ,informpeta kampo,16
informpeta servo ,informpeta servo ,informpeta servo,16
ingita kadropaĝo ,ingita kadropaĝo ,ingita kadropaĝo,16
ingita proceduro ,ingita proceduro ,ingita proceduro,16
inkandeska lampo ,inkandeska lampo ,inkandeska lampo,16
inkĵeta printilo ,inkĵeta printilo ,inkĵeta printilo,16
instal-asistanto ,instal-asistanto ,instal-asistanto,16
instala asistilo ,instala asistilo ,instala asistilo,16
instala elemento ,instala elemento ,instala elemento,16
instalita lingvo ,instalita lingvo ,instalita lingvo,16
instrukciformato ,instrukciformato ,instrukciformato,16
integra cirkvito ,integra cirkvito ,integra cirkvito,16
interhoma rilato ,interhoma rilato ,interhoma rilato,16
interkona retejo ,interkona retejo ,interkona retejo,16
interlingvistiko ,interlingvistiko ,interlingvistiko,16
Interna Mongolio ,interna mongolio ,interna mongolio,16
interna operacio ,interna operacio ,interna operacio,16
interna projekto ,interna projekto ,interna projekto,16
interorda trairo ,interorda trairo ,interorda trairo,16
interret-peranto ,interret-peranto ,interret-peranto,16
interreta firmao ,interreta firmao ,interreta firmao,16
interspaca signo ,interspaca signo ,interspaca signo,16
ipsilonkromosomo ,ipsilonkromosomo ,ipsilonkromosomo,16
iri supren-suben ,iri supren-suben ,iri supren-suben,16
irorevena bileto ,irorevena bileto ,irorevena bileto,16
izolite staranta ,izolite staranta ,izolite staranta,16
Jako de Ĉiametio ,jako de ĉiametio ,jako de ĉiametio,16
Jamo kaj Kaŝmiro ,jamo kaj kaŝmiro ,jamo kaj kaŝmiro,16
je ambaŭ flankoj ,je ambaŭ flankoj ,je ambaŭ flankoj,16
je la lasta fojo ,je la lasta fojo ,je la lasta fojo,16
je propra ekmiro ,je propra ekmiro ,je propra ekmiro,16
ĵetado de monero ,ĵetado de monero ,ĵetado de monero,16
Judaso Iskariota ,judaso iskariota ,judaso iskariota,16
kabla atingopovo ,kabla atingopovo ,kabla atingopovo,16
Kalifornia Golfo ,kalifornia golfo ,kalifornia golfo,16
kampa konvolvulo ,kampa konvolvulo ,kampa konvolvulo,16
kampo de kolumno ,kampo de kolumno ,kampo de kolumno,16
Kanaria Insularo ,kanaria insularo ,kanaria insularo,16
Kanariaj Insuloj ,kanariaj insuloj ,kanariaj insuloj,16
kandela diagramo ,kandela diagramo ,kandela diagramo,16
kanona projekcio ,kanona projekcio ,kanona projekcio,16
karaĉaja-balkara ,karaĉaja-balkara ,karaĉaja-balkara,16
kartezia produto ,kartezia produto ,kartezia produto,16
Kartezia produto ,kartezia produto ,kartezia produto,16
kaŝ-kromprogramo ,kaŝ-kromprogramo ,kaŝ-kromprogramo,16
kasedmagnetofono ,kasedmagnetofono ,kasedmagnetofono,16
kaŭkaza skabiozo ,kaŭkaza skabiozo ,kaŭkaza skabiozo,16
kiel malproksima ,kiel malproksima ,kiel malproksima,16
kiel mi ĵus diri ,kiel mi ĵus diri ,kiel mi ĵus diri,16
kiel ofte okazas ,kiel ofte okazas ,kiel ofte okazas,16
kiel ofte okazis ,kiel ofte okazis ,kiel ofte okazis,16
kiel vi nomiĝas? ,kiel vi nomiĝas? ,kiel vi nomiĝas?,16
Kio estas al vi? ,kio estas al vi? ,kio estas al vi?,16
kirurga operacio ,kirurga operacio ,kirurga operacio,16
klarigi la voĉon ,klarigi la voĉon ,klarigi la voĉon,16
klienta aplikaĵo ,klienta aplikaĵo ,klienta aplikaĵo,16
kojnforma skribo ,kojnforma skribo ,kojnforma skribo,16
kolapsa traktilo ,kolapsa traktilo ,kolapsa traktilo,16
kolortemperaturo ,kolortemperaturo ,kolortemperaturo,16
komanda historio ,komanda historio ,komanda historio,16
komanda sintakso ,komanda sintakso ,komanda sintakso,16
komandodirektata ,komandodirektata ,komandodirektata,16
komercaj datumoj ,komercaj datumoj ,komercaj datumoj,16
kompakta disketo ,kompakta disketo ,kompakta disketo,16
kompara operacio ,kompara operacio ,kompara operacio,16
kompletiga fendo ,kompletiga fendo ,kompletiga fendo,16
kompletiga karto ,kompletiga karto ,kompletiga karto,16
komposta grafiko ,komposta grafiko ,komposta grafiko,16
komputeroscienco ,komputeroscienco ,komputeroscienco,16
komputerprogramo ,komputerprogramo ,komputerprogramo,16
komputila fraŭdo ,komputila fraŭdo ,komputila fraŭdo,16
komputila lingvo ,komputila lingvo ,komputila lingvo,16
komputila viruso ,komputila viruso ,komputila viruso,16
komputile ligita ,komputile ligita ,komputile ligita,16
komuna dosierujo ,komuna dosierujo ,komuna dosierujo,16
komunika servilo ,komunika servilo ,komunika servilo,16
kondiĉa probablo ,kondiĉa probablo ,kondiĉa probablo,16
koneksega grafeo ,koneksega grafeo ,koneksega grafeo,16
konekseta grafeo ,konekseta grafeo ,konekseta grafeo,16
konektita uzanto ,konektita uzanto ,konektita uzanto,16
konfliktosolvado ,konfliktosolvado ,konfliktosolvado,16
kongrua malplien ,kongrua malplien ,kongrua malplien,16
kongrueca reĝimo ,kongrueca reĝimo ,kongrueca reĝimo,16
konsciencriproĉo ,konsciencriproĉo ,konsciencriproĉo,16
konservaĵfabriko ,konservaĵfabriko ,konservaĵfabriko,16
konservita ŝanĝo ,konservita ŝanĝo ,konservita ŝanĝo,16
konstanta ligilo ,konstanta ligilo ,konstanta ligilo,16
konstanta memoro ,konstanta memoro ,konstanta memoro,16
konstantodeklaro ,konstantodeklaro ,konstantodeklaro,16
konstrulaboristo ,konstrulaboristo ,konstrulaboristo,16
konstrumaterialo ,konstrumaterialo ,konstrumaterialo,16
kontraŭ mia volo ,kontraŭ mia volo ,kontraŭ mia volo,16
kontraŭargumento ,kontraŭargumento ,kontraŭargumento,16
kontraŭbalistika ,kontraŭbalistika ,kontraŭbalistika,16
kontraŭbatalanto ,kontraŭbatalanto ,kontraŭbatalanto,16
kontraŭbataliagi ,kontraŭbataliagi ,kontraŭbataliagi,16
kontraŭdeprimilo ,kontraŭdeprimilo ,kontraŭdeprimilo,16
kontraŭdiagonalo ,kontraŭdiagonalo ,kontraŭdiagonalo,16
kontraŭkoncipado ,kontraŭkoncipado ,kontraŭkoncipado,16
kontraŭkoncipilo ,kontraŭkoncipilo ,kontraŭkoncipilo,16
kontraŭlogaritmo ,kontraŭlogaritmo ,kontraŭlogaritmo,16
kontraŭrevolucia ,kontraŭrevolucia ,kontraŭrevolucia,16
kontraŭrevolucio ,kontraŭrevolucio ,kontraŭrevolucio,16
kontraŭsemidismo ,kontraŭsemidismo ,kontraŭsemidismo,16
kontraŭsemitismo ,kontraŭsemitismo ,kontraŭsemitismo,16
kontraŭterorisma ,kontraŭterorisma ,kontraŭterorisma,16
kontrolata grupo ,kontrolata grupo ,kontrolata grupo,16
konverĝintervalo ,konverĝintervalo ,konverĝintervalo,16
koordinatsistemo ,koordinatsistemo ,koordinatsistemo,16
kopii kaj alglui ,kopii kaj alglui ,kopii kaj alglui,16
korpomasa indico ,korpomasa indico ,korpomasa indico,16
kortega spritulo ,kortega spritulo ,kortega spritulo,16
kosto je alklako ,kosto je alklako ,kosto je alklako,16
kosto po alklako ,kosto po alklako ,kosto po alklako,16
kreski per ŝlimo ,kreski per ŝlimo ,kreski per ŝlimo,16
kresko per ŝlimo ,kresko per ŝlimo ,kresko per ŝlimo,16
Kristnaska Festo ,kristnaska festo ,kristnaska festo,16
kristnaska piceo ,kristnaska piceo ,kristnaska piceo,16
kseroradiografio ,kseroradiografio ,kseroradiografio,16
Kuirista Markolo ,kuirista markolo ,kuirista markolo,16
kun la tempopaso ,kun la tempopaso ,kun la tempopaso,16
kunhavata kajero ,kunhavata kajero ,kunhavata kajero,16
kunhaviga reĝimo ,kunhaviga reĝimo ,kunhaviga reĝimo,16
kuniga finkrampo ,kuniga finkrampo ,kuniga finkrampo,16
kunigi en faskon ,kunigi en faskon ,kunigi en faskon,16
kuntena streketo ,kuntena streketo ,kuntena streketo,16
kvadrata matrico ,kvadrata matrico ,kvadrata matrico,16
kvartakta motoro ,kvartakta motoro ,kvartakta motoro,16
kvazaŭparalelado ,kvazaŭparalelado ,kvazaŭparalelado,16
la demando estas ,la demando estas ,la demando estas,16
la ĝardeno Edena ,la ĝardeno edena ,la ĝardeno edena,16
la hodiaŭa tempo ,la hodiaŭa tempo ,la hodiaŭa tempo,16
la jena ekzemplo ,la jena ekzemplo ,la jena ekzemplo,16
la ora proporcio ,la ora proporcio ,la ora proporcio,16
la plejmalbonaĵo ,la plejmalbonaĵo ,la plejmalbonaĵo,16
la sekvanta tago ,la sekvanta tago ,la sekvanta tago,16
la venonta tempo ,la venonta tempo ,la venonta tempo,16
labora ĉirkaŭaĵo ,labora ĉirkaŭaĵo ,labora ĉirkaŭaĵo,16
laborista movado ,laborista movado ,laborista movado,16
landskale konata ,landskale konata ,landskale konata,16
Latinida Ameriko ,latinida ameriko ,latinida ameriko,16
laŭ alia maniere ,laŭ alia maniere ,laŭ alia maniere,16
laŭ la kunteksto ,laŭ la kunteksto ,laŭ la kunteksto,16
laŭ la supozo ke ,laŭ la supozo ke ,laŭ la supozo ke,16
laŭ mia konjekto ,laŭ mia konjekto ,laŭ mia konjekto,16
laŭ nia bontrovo ,laŭ nia bontrovo ,laŭ nia bontrovo,16
laŭ ordono de iu ,laŭ ordono de iu ,laŭ ordono de iu,16
laŭ rekomendo de ,laŭ rekomendo de ,laŭ rekomendo de,16
laŭ sia bontrovo ,laŭ sia bontrovo ,laŭ sia bontrovo,16
laŭ via bontrovo ,laŭ via bontrovo ,laŭ via bontrovo,16
laŭbita operacio ,laŭbita operacio ,laŭbita operacio,16
laŭpeta printado ,laŭpeta printado ,laŭpeta printado,16
laŭtparolilkesto ,laŭtparolilkesto ,laŭtparolilkesto,16
laŭvica traktado ,laŭvica traktado ,laŭvica traktado,16
laŭvorte traduki ,laŭvorte traduki ,laŭvorte traduki,16
lavi la teleraro ,lavi la teleraro ,lavi la teleraro,16
lebega integralo ,lebega integralo ,lebega integralo,16
lega-skriba kapo ,lega-skriba kapo ,lega-skriba kapo,16
leĝodona potenco ,leĝodona potenco ,leĝodona potenco,16
leksikografiisto ,leksikografiisto ,leksikografiisto,16
lernejinstruisto ,lernejinstruisto ,lernejinstruisto,16
likopodioplantoj ,likopodioplantoj ,likopodioplantoj,16
likva petrolgaso ,likva petrolgaso ,likva petrolgaso,16
limigita planado ,limigita planado ,limigita planado,16
lineara regresio ,lineara regresio ,lineara regresio,16
lingvo de fasado ,lingvo de fasado ,lingvo de fasado,16
lingvosciencisto ,lingvosciencisto ,lingvosciencisto,16
listo de indaĵoj ,listo de indaĵoj ,listo de indaĵoj,16
listo de mesaĝoj ,listo de mesaĝoj ,listo de mesaĝoj,16
livera protokolo ,livera protokolo ,livera protokolo,16
logika redaktado ,logika redaktado ,logika redaktado,16
logika strukturo ,logika strukturo ,logika strukturo,16
lokdependa sendo ,lokdependa sendo ,lokdependa sendo,16
longa dosiernomo ,longa dosiernomo ,longa dosiernomo,16
ludi la rolon de ,ludi la rolon de ,ludi la rolon de,16
lukontrakta reto ,lukontrakta reto ,lukontrakta reto,16
lumbildoprezento ,lumbildoprezento ,lumbildoprezento,16
magnetbendregilo ,magnetbendregilo ,magnetbendregilo,16
majuskla baskulo ,majuskla baskulo ,majuskla baskulo,16
majuskliga klavo ,majuskliga klavo ,majuskliga klavo,16
malantaŭa flanko ,malantaŭa flanko ,malantaŭa flanko,16
malantaŭa panelo ,malantaŭa panelo ,malantaŭa panelo,16
malbona traktado ,malbona traktado ,malbona traktado,16
malĉeesto-averto ,malĉeesto-averto ,malĉeesto-averto,16
maldekstra klaso ,maldekstra klaso ,maldekstra klaso,16
maldekstra korno ,maldekstra korno ,maldekstra korno,16
maldekstraflanke ,maldekstraflanke ,maldekstraflanke,16
maldikaj punktoj ,maldikaj punktoj ,maldikaj punktoj,16
malfara historio ,malfara historio ,malfara historio,16
malfeliĉa je amo ,malfeliĉa je amo ,malfeliĉa je amo,16
malforta ombrado ,malforta ombrado ,malforta ombrado,16
malgranda fingro ,malgranda fingro ,malgranda fingro,16
malgranda litero ,malgranda litero ,malgranda litero,16
Malgranda Ursino ,malgranda ursino ,malgranda ursino,16
malgrandampleksa ,malgrandampleksa ,malgrandampleksa,16
malhonora kolono ,malhonora kolono ,malhonora kolono,16
malkonstruigebla ,malkonstruigebla ,malkonstruigebla,16
malkreska ordigo ,malkreska ordigo ,malkreska ordigo,16
malloka optimigo ,malloka optimigo ,malloka optimigo,16
malloka variablo ,malloka variablo ,malloka variablo,16
mallokaj agordoj ,mallokaj agordoj ,mallokaj agordoj,16
mallongan tempon ,mallongan tempon ,mallongan tempon,16
malmultaj okazoj ,malmultaj okazoj ,malmultaj okazoj,16
malpareckontrolo ,malpareckontrolo ,malpareckontrolo,16
malrapidvagonaro ,malrapidvagonaro ,malrapidvagonaro,16
malriĉulzorgisto ,malriĉulzorgisto ,malriĉulzorgisto,16
malrompa spaceto ,malrompa spaceto ,malrompa spaceto,16
malsanema infano ,malsanema infano ,malsanema infano,16
malsanulveturilo ,malsanulveturilo ,malsanulveturilo,16
malsupra najbaro ,malsupra najbaro ,malsupra najbaro,16
